factor_de_expansion;id_hog;zona;region_de_planificacion;tipo_de_vivienda;tipo_de_tenencia_de_la_vivienda;mensualidad_pagada_por_la_vivienda;material_de_las_paredes_exteriores_de_la_vivienda;material_del_techo_de_la_vivienda;material_del_piso_de_la_vivienda;la_vivienda_tiene_cielo_raso;condicion_de_hacinamiento_segun_aposentos;total_de_aposentos_de_la_vivienda;tipo_de_conexion_al_servicio_de_internet;tenenciaCompuP;tenenciaCompuE;tenenciaCompu;tenenciaTab;tenenciaCel;tenenciaDisMov;tenenciaTIC;cantidad_de_telefonos_celulares;cantidad_de_tabletas;cantidad_de_computadoras_portatiles;cantidad_de_computadoras_de_escritorio;nivel_de_pobreza;ingreso_total_del_hogar_neto;ingreso_per_capita_del_hogar_neto;quintil_de_ingreso_per_capita_del_hogar_neto;quintil_de_ingreso_per_capita_del_hogar_por_zona;quintil_de_ingreso_per_capita_del_hogar_neto_por_region_de_planificacion;jefe_sexo;jefe_edad;jefe_estado_conyugal;jefe_nivel_de_instruccion;jefe_tipo_de_centro_educativo_al_que_asiste_o_asistio;jefe_dominio_de_un_segundo_idioma;jefe_condicion_de_actividad;jefe_ocupacion_en_el_empleo_principal_cocr_2011;jefe_condicion_de_aseguramiento;jefe_recibio_ingreso_pension_alimenticia;jefe_asistencia_a_educacion_formal;jefe_estudiante;cantidad_personas;cantidad_hombres;cantidad_mujeres;estudiantes_preescolar;estudiantes_escuela;estudiantes_colegio;estudiantes_parauniversitaria;estudiantes_universitaria;estudiantes_enseñanza_especial;estudiantes_otro_formal;estudiantes_no_formal;estudiantes;estudiantes_con_beca;total_en_becas;estudiantes_centro_publico;estudiantes_centro_privado;personas_segundo_idioma;cantidad_ocupados;cantidad_desempleados;cantidad_fuera_de_ft;menores_de_15;mayores_de_64;pensionados
142;685_3_1;Urbana;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;No pobre;170,606,666,666,667;853,033,333,333,333;Q5: Más de 459848;5;5;Mujer;47;Divorciado(a);Educación superior de pregrado y grado;Privado;No;Ocupado;Profesionales científicos e intelectuales;Asalariado;No;No asiste;No;2;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0
149;685_4_1;Urbana;Chorotega;Casa Independiente;Propia pagando a plazos;490000;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;8;Por fibra óptica;Sí;Sí;Sí;No;Sí;Sí;Sí;3;0;1;1;No pobre;780000;390000;Q4: Más de 240898 a 459848;4;5;Hombre;65;Separado(a);Primaria completa;Público;No;Ocupado;Oficiales, operarios y artesanos de artes mecánicas y de otros oficios;Trabajador independiente;No;No asiste;No;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0
143;685_5_1;Urbana;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por fibra óptica;No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;385000;385000;Q4: Más de 240898 a 459848;4;5;Mujer;54;Divorciado(a);Secundaria académica completa;Público;No;Ocupado;Trabajadores de los servicios y vendedores de comercios y mercados;No asegurado;No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
183;685_6_1;Urbana;Chorotega;En fila o contigua;Alquilada;175000;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;3;Por cable coaxial;Sí;No;Sí;Sí;Sí;Sí;Sí;3;1;1;0;No pobre;3748810;1874405;Q5: Más de 459848;5;5;Hombre;39;En unión libre o juntado(a);Educación superior de posgrado;Público;Sí;Ocupado;Profesionales científicos e intelectuales;Asalariado;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0
146;685_7_1;Urbana;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por fibra óptica;No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;476,666,666,666,667;238,333,333,333,333;Q3: Más de 144395 a 240898;3;4;Hombre;79;Casado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2
148;685_9_1;Urbana;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;8;Por cable coaxial;Sí;Sí;Sí;No;Sí;Sí;Sí;6;0;2;1;No pobre;343,257,333,333,333;572,095,555,555,556;Q5: Más de 459848;5;5;Mujer;69;Viudo(a);Secundaria académica completa;Público;No;Fuera de la fuerza de trabajo;NA;Familiar asegurado directo;No;No asiste;No;6;2;4;0;0;1;0;0;0;0;0;1;0;0;1;0;0;2;1;1;2;1;0
147;685_10_1;Urbana;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por cable coaxial;Sí;No;Sí;Sí;Sí;Sí;Sí;4;1;2;0;No pobre;381,567,333,333,333;953,918,333,333,333;Q5: Más de 459848;5;5;Hombre;50;Casado(a);Educación superior de pregrado y grado;Privado;No;Ocupado;Profesionales científicos e intelectuales;Asalariado;No;No asiste;No;4;3;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;2;0;1;1;0;0
146;685_11_1;Urbana;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;4;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;144080;144080;Q2: Más de 87944 a 144395;2;3;Hombre;32;Soltero(a);Secundaria académica completa;Público;No;Ocupado;Ocupaciones elementales;No asegurado;No;No asiste;No;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
151;685_12_1;Urbana;Chorotega;Casa Independiente;Otra tenencia (cedida, prestada);NA;Madera;Lámina de metal o zinc;Madera;No;Vivienda no hacinada;7;Por dispositivos móviles (SIM);Sí;No;Sí;No;Sí;Sí;Sí;5;0;1;0;No pobre;738,866,666,666,667;147,773,333,333,333;Q3: Más de 144395 a 240898;2;3;Hombre;30;En unión libre o juntado(a);Secundaria académica incompleta;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;No asegurado;No;No asiste;No;5;4;1;0;2;0;0;1;0;0;0;3;1;60000;3;0;0;1;0;2;2;1;1
146;683_1_1;Urbana;Chorotega;Casa Independiente;Alquilada;80000;Madera;Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;4;Por cable coaxial;No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza no extrema;310,786,666,666,667;103,595,555,555,556;Q2: Más de 87944 a 144395;2;2;Mujer;27;Soltero(a);Secundaria académica incompleta;Público;No;Ocupado;Ocupaciones elementales;No asegurado;No;Otro tipo de educación formal (educación abierta, IPEC, CINDEA, etc);Sí;3;1;2;0;1;0;0;0;0;1;0;2;0;0;2;0;0;1;0;0;2;0;0
146;683_2_1;Urbana;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;4;NA;No;No;No;No;No;No;No;0;0;0;0;Pobreza no extrema;177,666,666,666,667;888,333,333,333,333;Q2: Más de 87944 a 144395;1;2;Hombre;77;En unión libre o juntado(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2
141;683_3_1;Urbana;Chorotega;Casa Independiente;Propia pagando a plazos;20000;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;4;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;5;0;1;0;Pobreza extrema;106000;21200;Q1: 87944 ó menos;1;1;Mujer;41;En unión libre o juntado(a);Secundaria técnica completa;Privado;No;Desempleado abierto;NA;Familiar asegurado directo;No;Colegio;Sí;5;4;1;0;1;3;0;0;0;0;0;4;0;0;3;1;0;0;2;1;2;0;0
143;683_4_1;Urbana;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;4;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;265,036,666,666,667;265,036,666,666,667;Q4: Más de 240898 a 459848;3;4;Hombre;54;Separado(a);Primaria completa;Público;No;Ocupado;Operadores de instalaciones y máquinas y ensambladores;Asalariado;No;No asiste;No;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
141;683_5_1;Urbana;Chorotega;Casa Independiente;Propia pagando a plazos;80000;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por cable coaxial;No;No;No;No;Sí;Sí;Sí;3;0;0;0;Pobreza extrema;888,333,333,333,333;444,166,666,666,667;Q1: 87944 ó menos;1;1;Mujer;75;Soltero(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1
175;683_6_1;Urbana;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por fibra óptica;Sí;No;Sí;Sí;Sí;Sí;Sí;4;1;1;0;Pobreza extrema;401500;40150;Q1: 87944 ó menos;1;1;Hombre;30;En unión libre o juntado(a);Secundaria académica incompleta;Público;No;Desempleado abierto;NA;No asegurado;No;No asiste;No;10;6;4;3;1;0;0;0;0;0;0;4;1;18000;4;0;1;1;2;1;6;0;0
140;683_7_1;Urbana;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;5;Por cable coaxial;No;No;No;No;Sí;Sí;Sí;6;0;0;0;No pobre;368,636,666,666,667;184,318,333,333,333;Q3: Más de 144395 a 240898;3;3;Hombre;61;Casado(a);Secundaria académica incompleta;Público;No;Ocupado;Ocupaciones elementales;Asalariado;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1
146;683_7_2;Urbana;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;5;Por cable coaxial;No;No;No;No;Sí;Sí;Sí;6;0;0;0;Pobreza extrema;87500;291,666,666,666,667;Q1: 87944 ó menos;1;1;Hombre;34;En unión libre o juntado(a);Secundaria académica incompleta;Público;No;Desempleado abierto;NA;No asegurado;No;No asiste;No;3;1;2;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0
139;683_8_1;Urbana;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;5;Por dispositivos móviles (SIM);Sí;No;Sí;No;Sí;Sí;Sí;4;0;1;0;Pobreza no extrema;367,583,333,333,333;918,958,333,333,333;Q2: Más de 87944 a 144395;1;2;Mujer;55;En unión libre o juntado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Por el Estado;No;No asiste;No;4;1;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;4;0;0;1
146;683_10_1;Urbana;Chorotega;Casa Independiente;Alquilada;85000;Fibrocemento (Fibrolit, Ricalit);Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por cable coaxial;Sí;No;Sí;Sí;Sí;Sí;Sí;3;1;2;0;No pobre;770000;256,666,666,666,667;Q4: Más de 240898 a 459848;3;4;Hombre;38;Casado(a);Secundaria académica completa;Público;No;Ocupado;Oficiales, operarios y artesanos de artes mecánicas y de otros oficios;Voluntario;No;No asiste;No;3;2;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0
140;683_11_1;Urbana;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Cemento (lujado o no);Sí;Vivienda no hacinada;5;Por dispositivos móviles (SIM);Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;Pobreza no extrema;271,333,333,333,333;904,444,444,444,444;Q2: Más de 87944 a 144395;1;2;Hombre;54;Casado(a);Educación superior de pregrado y grado;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;Universitaria;Sí;3;2;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;2;0;0;1
146;683_12_1;Urbana;Chorotega;En fila o contigua;Alquilada;35000;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;3;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;Pobreza no extrema;147,166,666,666,667;735,833,333,333,333;Q1: 87944 ó menos;1;2;Mujer;32;Separado(a);Secundaria académica completa;Público;No;Fuera de la fuerza de trabajo;NA;Por el Estado;Sí;No asiste;No;2;0;2;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0
141;730_1_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;3;NA;No;No;No;No;Sí;Sí;Sí;3;0;0;0;Pobreza no extrema;169,433,333,333,333;423,583,333,333,333;Q1: 87944 ó menos;1;1;Hombre;71;En unión libre o juntado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;1
146;730_2_1;Rural;Chorotega;Casa Independiente;Otra tenencia (cedida, prestada);NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;3;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;497776;497776;Q5: Más de 459848;5;5;Hombre;51;Separado(a);Primaria completa;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;Asalariado;No;No asiste;No;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
145;730_3_1;Rural;Chorotega;Casa Independiente;Alquilada;30000;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;5;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;426915;213457,5;Q3: Más de 144395 a 240898;4;4;Hombre;28;Soltero(a);Secundaria académica incompleta;Extranjero;No;Ocupado;Ocupaciones elementales;Asalariado;No;No asiste;No;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
145;730_4_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;5;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza extrema;95400;31800;Q1: 87944 ó menos;1;1;Hombre;21;En unión libre o juntado(a);Primaria completa;Público;No;Ocupado;Ocupaciones elementales;No asegurado;No;No asiste;No;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
166;730_5_1;Rural;Chorotega;Casa Independiente;Alquilada;50000;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;4;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;Pobreza no extrema;296600;494,333,333,333,333;Q1: 87944 ó menos;1;1;Hombre;61;En unión libre o juntado(a);Primaria incompleta;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;No asegurado;No;No asiste;No;6;3;3;0;3;1;0;0;0;0;0;4;0;0;4;0;0;1;0;2;3;0;0
141;730_6_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;6;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;Pobreza no extrema;317,666,666,666,667;529,444,444,444,444;Q1: 87944 ó menos;1;1;Hombre;79;Casado(a);Secundaria académica incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;6;1;5;0;2;0;0;0;0;0;2;4;3;116000;3;1;0;0;0;4;2;2;1
150;730_7_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por teléfono fijo;No;No;No;Sí;Sí;Sí;Sí;7;1;0;0;No pobre;1081926,78;1,352,408,475;Q2: Más de 87944 a 144395;3;3;Hombre;55;Casado(a);Secundaria académica completa;Público;No;Ocupado;Ocupaciones elementales;Asalariado;No;No asiste;No;8;4;4;0;0;0;0;0;0;0;1;1;0;0;1;0;0;3;1;2;2;0;0
145;730_8_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;405,036,666,666,667;101,259,166,666,667;Q2: Más de 87944 a 144395;2;2;Mujer;78;En unión libre o juntado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;2;2
148;730_9_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;4;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;6;0;0;0;No pobre;597708,39;99,618,065;Q2: Más de 87944 a 144395;2;2;Hombre;70;Viudo(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;6;3;3;1;1;1;0;0;0;0;0;3;0;0;3;0;0;1;0;3;2;1;1
150;730_10_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por dispositivos móviles (SIM);Sí;No;Sí;No;Sí;Sí;Sí;4;0;1;0;Pobreza extrema;201000;287,142,857,142,857;Q1: 87944 ó menos;1;1;Mujer;37;Casado(a);Secundaria académica completa;Público;No;Fuera de la fuerza de trabajo;NA;No asegurado;No;Universitaria;Sí;7;4;3;0;3;2;0;1;0;0;0;6;1;87000;6;0;0;1;0;3;3;0;0
163;731_1_1;Rural;Chorotega;Casa Independiente;Alquilada;40000;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;5;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;Pobreza no extrema;379,708,333,333,333;632,847,222,222,222;Q1: 87944 ó menos;1;1;Mujer;50;Divorciado(a);Secundaria académica incompleta;Público;No;Desempleado abierto;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;6;3;3;0;2;2;0;0;0;0;0;4;0;0;4;0;0;1;1;1;3;0;1
137;731_2_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;NA;No;No;No;No;No;No;No;0;0;0;0;No pobre;462,033,333,333,333;462,033,333,333,333;Q5: Más de 459848;5;5;Hombre;93;Viudo(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
141;731_4_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por dispositivos móviles (SIM);No;No;No;Sí;Sí;Sí;Sí;3;1;0;0;No pobre;597040,69;199,013,563,333,333;Q3: Más de 144395 a 240898;4;4;Hombre;32;Casado(a);Secundaria técnica completa;Público;No;Ocupado;Operadores de instalaciones y máquinas y ensambladores;Asalariado;No;No asiste;No;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
143;731_5_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Cemento (lujado o no);Sí;Vivienda no hacinada;5;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;Pobreza extrema;125000;31250;Q1: 87944 ó menos;1;1;Hombre;34;Casado(a);Secundaria académica completa;Público;No;Desempleado abierto;NA;Voluntario;No;No asiste;No;4;3;1;2;0;0;0;0;0;0;0;2;0;0;2;0;0;0;1;1;2;0;0
139;731_6_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;5;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;4;0;0;0;No pobre;413,833,333,333,333;137,944,444,444,444;Q2: Más de 87944 a 144395;3;3;Hombre;59;En unión libre o juntado(a);Secundaria académica incompleta;Público;No;Ocupado;Ocupaciones elementales;Voluntario;No;No asiste;No;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;1
141;731_7_1;Rural;Chorotega;Casa Independiente;Otra tenencia (cedida, prestada);NA;Madera;Lámina de metal o zinc;Madera;No;Vivienda no hacinada;3;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;355500;355500;Q4: Más de 240898 a 459848;5;5;Hombre;66;Soltero(a);Educación superior de pregrado y grado;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
141;731_9_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;6;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;495820;247910;Q4: Más de 240898 a 459848;4;4;Hombre;54;Separado(a);Secundaria académica completa;Público;No;Ocupado;Personal de apoyo administrativo;Asalariado;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1
136;731_10_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Madera;Lámina de metal o zinc;Madera;No;Vivienda no hacinada;2;NA;No;No;No;No;No;No;No;0;0;0;0;No pobre;888,333,333,333,333;888,333,333,333,333;Q2: Más de 87944 a 144395;2;2;Mujer;63;Soltero(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
141;731_11_1;Rural;Chorotega;Casa Independiente;Otra tenencia (cedida, prestada);NA;Prefabricado;Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;4;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;347,830,833,333,333;115,943,611,111,111;Q2: Más de 87944 a 144395;2;2;Hombre;29;En unión libre o juntado(a);Educación superior de pregrado y grado;Privado;No;Ocupado;Ocupaciones elementales;Asalariado;No;No asiste;No;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
144;732_2_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;7;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;108000;108000;Q2: Más de 87944 a 144395;2;2;Hombre;27;Soltero(a);Educación superior de pregrado y grado;Público;No;Ocupado;Operadores de instalaciones y máquinas y ensambladores;Trabajador independiente;No;No asiste;No;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
144;732_3_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;4;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;106400;106400;Q2: Más de 87944 a 144395;2;2;Hombre;55;Divorciado(a);Primaria completa;Público;No;Ocupado;Ocupaciones elementales;No asegurado;No;No asiste;No;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
139;732_4_1;Rural;Chorotega;Casa Independiente;Propia totalmente pagada;NA;Madera;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;5;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza no extrema;147,333,333,333,333;491,111,111,111,111;Q1: 87944 ó menos;1;1;Hombre;70;En unión libre o juntado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;3;2;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;3;0;1;1
166;732_5_1;Rural;Chorotega;Casa Independiente;Alquilada;90000;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;3;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;778,916,666,666,667;259,638,888,888,889;Q4: Más de 240898 a 459848;4;4;Hombre;33;En unión libre o juntado(a);Secundaria académica completa;Público;No;Ocupado;Trabajadores de los servicios y vendedores de comercios y mercados;Asalariado;No;No asiste;No;3;2;1;0;1;0;0;1;0;0;0;2;0;0;1;1;0;1;0;1;1;0;0
